168.0,94.5,168.7,64.0,52.6,2169.0,98.0,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8058.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,2.0,1.0,2.0,1
113.0,93.1,166.8,64.2,54.1,1950.0,91.0,3.08,3.15,9.0,68.0,5000.0,31.0,38.0,7395.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,1.0,2.0,1
115.0,98.8,177.8,66.5,55.5,2410.0,122.0,3.39,3.39,8.6,84.0,4800.0,26.0,32.0,8495.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,1.0,2.0,0
192.0,101.2,176.8,64.8,54.3,2395.0,108.0,3.5,2.8,8.8,101.0,5800.0,23.0,29.0,16925.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,0
94.0,97.3,171.7,65.5,55.7,2275.0,109.0,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,8495.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,2.0,4.0,2.0,2
125.0,96.3,172.4,65.4,51.6,2403.0,110.0,3.17,3.46,7.5,116.0,5500.0,23.0,30.0,9279.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,5.0,2.0,1
128.0,94.5,165.3,63.8,54.5,1889.0,97.0,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,5499.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,1
145.0,113.0,199.6,69.6,52.8,4066.0,258.0,3.63,4.17,8.1,176.0,4750.0,15.0,19.0,32250.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,4.0,4.0,0
90.0,104.5,187.8,66.5,54.1,3131.0,171.0,3.27,3.35,9.2,156.0,5200.0,20.0,24.0,15690.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,4.0,4.0,-1
197.0,102.9,183.5,67.7,52.0,2976.0,171.0,3.27,3.35,9.3,161.0,5200.0,20.0,24.0,16558.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,4.0,4.0,3
168.0,94.5,168.7,64.0,52.6,2204.0,98.0,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8238.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,2.0,1.0,2.0,1
122.0,97.3,171.7,65.5,55.7,2261.0,97.0,3.01,3.4,23.0,52.0,4800.0,37.0,46.0,7775.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,2.0,2.0,2.0,2
77.0,95.7,169.7,63.6,59.1,2280.0,92.0,3.05,3.03,9.0,62.0,4800.0,31.0,37.0,6918.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,2.0,1.0,2.0,0
